类型,RemakeText,RemakeSpeaker,RemakeChar,RemakeScene,RemakeFunc,RemakeBlock,RemakeFuncType,Remake前驱,Remake后继,MatchType,MyVoiceId,MyCandidates,GtVoiceId,GtText,GtScene,GtFunc,GtBlock,Gt前驱,Gt后继
错配,このあたりに漂う匂い……これは可燃性の高い油の匂いだ。,1,002,mp2000_ev,EV_02_33_00,Loc_79,非TK,_entry:jump;Loc_78:jump;Loc_80:next,,唯一,0020050238,0020050238,0020050248,このあたりに漂う匂い……これは可燃性の高い油の匂いだ。,T2401,Function_14,loc_1D42,Function_14_1676:switch,loc_1EC2:jump
错配,多分、このあたりにぶちまけてから火を付けたんだろう。,1,002,mp2000_ev,EV_02_33_00,Loc_79,非TK,_entry:jump;Loc_78:jump;Loc_80:next,,唯一,0020050239,0020050239,0020050249,多分、このあたりにぶちまけてから火を付けたんだろう。,T2401,Function_14,loc_1D42,Function_14_1676:switch,loc_1EC2:jump
错配,己の無力さに打ちのめされたことがある……,118,014,mp2000_ev,EV_03_00_00,Loc_690,非TK,Loc_689:next,,唯一,0141070002,0141070002,0140070057,己（おのれ）の無力さに打ちのめされたことがある……,R2412,Function_2,Function_2_206,,
错配,そんな瞳をしているぞ。,118,014,mp2000_ev,EV_03_00_00,Loc_690,非TK,Loc_689:next,,唯一,0141070003,0141070003,0140070058,そんな瞳（め）をしているぞ。,R2412,Function_2,Function_2_206,,
错配,う～ん、そうよね。,0,001,mp2000_ev,QS202_01_00,Loc_148,非TK,Loc_146:jump;Loc_153:jump;Loc_149:next,Loc_155:cond_false;Loc_156:jump,唯一,0010170466,0010170466,0010170462,う〜ん、そうよね。,T2101_1,Function_7,loc_2F71,loc_2ED1:cond_true;loc_2ED1:cond_false,loc_2FEE:next
错配,うん、大丈夫よ。,0,001,mp2000_ev,QS203_00_00,Loc_222,非TK,Loc_221:cond_false;Loc_221:next,Loc_223:cond_false;Loc_223:next,唯一,0010170028,0010170028,0010160091,うん、大丈夫よ。,T2210_1,Function_0,loc_775,loc_232:jump;loc_510:cond_true;loc_510:cond_false;loc_510:next,
错配,ねえ、エステルさん。,4,006,mp2000_ev,QS206_01_01,Loc_337,非TK,Loc_332:jump;Loc_336:jump;Loc_338:next,,唯一,0060160617,0060160617,0060160691,ねえ、エステルさん。,C1501_1,Function_1,loc_1B10,loc_126D:cond_true,loc_21C3:next
错配,ジャンさん、おっはよー！,0,001,mp2010_04,EV_02_31_00,_entry,非TK,,,唯一,0010050106,0010050106,0010050075,ジャンさん、おっはよー！,T2120,Function_21,Function_21_732D,,
错配,ええ、そうだと思います。,4,006,mp2000_ev,QS205_02_00,Loc_290,非TK,Loc_288:cond_false;Loc_288:next,Loc_291:cond_false;Loc_291:next,唯一,0060160923,0060160923,0060160921,ええ、そうだと思います。,T2521_1,Function_0,loc_57E,loc_4B7:cond_true;loc_4B7:cond_false,loc_8DB:cond_true;loc_82A:cond_true;loc_733:cond_true;loc_733:cond_false;loc_733:next
错配,………………………………,11105,002,mp0000_ev,EV_00_74_00,_entry,非TK,,,唯一,0020051167,0020051167,0010051168|0010080419|0010080442|0010100353|0010111226|0010120293|0010140959|0010141154|0010141401|0010141411|0020001451|0020031040|0020040469|0020060499|0020060675|0020070892|0020111189|0020111212|0020111238|0020120072|0020120294|0020121026|0020130039|0020140603|0020140988|0020141049|0020141091|0020141100|0020141350|0030011217|0040140690|0050040201|0050070059|0050081323|0050081620|0050090506|0060051169|0060060680|0060061621|0060070271|0070081623|0080111792|0130140489|0140100048|0140111833|0140131330|0150141126|0160000195|0160001140|0460070151|0500050118|0510051170|0540091690|0540091694|0580070578|0590100678|0610081004|0620090259|0630131425|0640131208|0650120996|1260031417|1730160151|1950070635|2140100412|2300120997,………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………|………………………………,T2533,Function_28,Function_28_1A30,,
